trial_index,participant_id,question_type,book_id,time_elapsed,character_name,question_id,response,title,character_type,character_gender,gender_group
14,67600,description,M6,1625369,CORDUROY,D2,lonely,CORDUROY,m,m,neutral
14,67600,description,M6,1625369,CORDUROY,D3,curious,CORDUROY,m,m,neutral
15,67600,activity,M6,1671898,LISA,A1,shop,CORDUROY,s,f,neutral
15,67600,activity,M6,1671898,LISA,A2,stares,CORDUROY,s,f,neutral
15,67600,activity,M6,1671898,LISA,A3,sewed,CORDUROY,s,f,neutral
16,67600,description,M6,1700777,LISA,D1,smart,CORDUROY,s,f,neutral
16,67600,description,M6,1700777,LISA,D2,hardworking,CORDUROY,s,f,neutral
16,67600,description,M6,1700777,LISA,D3,optimisic,CORDUROY,s,f,neutral
17,67600,familiarity,NA,1741710,NA,book_1,not familiar,NA,NA,NA,NA
17,67600,familiarity,NA,1741710,NA,book_2,familiar,NA,NA,NA,NA
17,67600,familiarity,NA,1741710,NA,book_3,not familiar,NA,NA,NA,NA
18,67600,participant_gender,NA,1745626,NA,gender,women,NA,NA,NA,NA
3,67609,activity,L223,83843,MICKEY,A1,heard,IN THE NIGHT KITCHEN,m,m,neutral
3,67609,activity,L223,83843,MICKEY,A2,shouted,IN THE NIGHT KITCHEN,m,m,neutral
3,67609,activity,L223,83843,MICKEY,A3,fell,IN THE NIGHT KITCHEN,m,m,neutral
3,67609,activity,L223,83843,MICKEY,A4,chanting,IN THE NIGHT KITCHEN,m,m,neutral
3,67609,activity,L223,83843,MICKEY,A5,poked,IN THE NIGHT KITCHEN,m,m,neutral
4,67609,description,L223,106573,MICKEY,D1,active,IN THE NIGHT KITCHEN,m,m,neutral
4,67609,description,L223,106573,MICKEY,D2,energetic,IN THE NIGHT KITCHEN,m,m,neutral
6,67609,activity,M67,157889,PINKALICIOUS,A1,dropping flowers,GOLDILICIOUS,m,f,female-biased
6,67609,activity,M67,157889,PINKALICIOUS,A2,talking,GOLDILICIOUS,m,f,female-biased
7,67609,description,M67,179408,PINKALICIOUS,D1,imaginative,GOLDILICIOUS,m,f,female-biased
7,67609,description,M67,179408,PINKALICIOUS,D2,creative,GOLDILICIOUS,m,f,female-biased
8,67609,activity,M67,199919,PETER,A1,stepping right into it,GOLDILICIOUS,s,m,female-biased
8,67609,activity,M67,199919,PETER,A2,sitting on Goldie,GOLDILICIOUS,s,m,female-biased
9,67609,description,M67,239763,PETER,D1,talkative,GOLDILICIOUS,s,m,female-biased
9,67609,description,M67,239763,PETER,D2,uncreative,GOLDILICIOUS,s,m,female-biased
11,67609,activity,M42,272544,MOUSE,A1,asking,IF YOU GIVE A MOUSE A COOKIE,m,m,male-biased
11,67609,activity,M42,272544,MOUSE,A2,sweeping,IF YOU GIVE A MOUSE A COOKIE,m,m,male-biased
11,67609,activity,M42,272544,MOUSE,A3,drawing,IF YOU GIVE A MOUSE A COOKIE,m,m,male-biased
12,67609,description,M42,277353,MOUSE,D1,hungry,IF YOU GIVE A MOUSE A COOKIE,m,m,male-biased
12,67609,description,M42,277353,MOUSE,D2,busy,IF YOU GIVE A MOUSE A COOKIE,m,m,male-biased
13,67609,familiarity,NA,283787,NA,book_1,not familiar,NA,NA,NA,NA
13,67609,familiarity,NA,283787,NA,book_2,not familiar,NA,NA,NA,NA
13,67609,familiarity,NA,283787,NA,book_3,familiar,NA,NA,NA,NA
14,67609,participant_gender,NA,286862,NA,gender,Male,NA,NA,NA,NA
3,67616,activity,M85,216436,MOOSE,A1,Go,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
3,67616,activity,M85,216436,MOOSE,A2,Ask,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
3,67616,activity,M85,216436,MOOSE,A3,Eat,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
3,67616,activity,M85,216436,MOOSE,A4,Sew,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
3,67616,activity,M85,216436,MOOSE,A5,Run,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
4,67616,description,M85,303114,MOOSE,D1,Playful,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
4,67616,description,M85,303114,MOOSE,D2,Childish,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
4,67616,description,M85,303114,MOOSE,D3,Innocent ,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
4,67616,description,M85,303114,MOOSE,D4,Happy,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
4,67616,description,M85,303114,MOOSE,D5,Energetic,IF YOU GIVE A MOOSE A MUFFIN,m,m,male-biased
6,67616,activity,L198,498489,MORTIMER,A1,Sing,MORTIMER,m,m,male-biased
6,67616,activity,L198,498489,MORTIMER,A2,Talk,MORTIMER,m,m,male-biased
6,67616,activity,L198,498489,MORTIMER,A3,Play,MORTIMER,m,m,male-biased
6,67616,activity,L198,498489,MORTIMER,A4,Walk,MORTIMER,m,m,male-biased
6,67616,activity,L198,498489,MORTIMER,A5,Shook,MORTIMER,m,m,male-biased
7,67616,description,L198,589825,MORTIMER,D1,Annoying ,MORTIMER,m,m,male-biased
7,67616,description,L198,589825,MORTIMER,D2,Happy,MORTIMER,m,m,male-biased
7,67616,description,L198,589825,MORTIMER,D3,Selfish,MORTIMER,m,m,male-biased
7,67616,description,L198,589825,MORTIMER,D4,Arrogant,MORTIMER,m,m,male-biased
7,67616,description,L198,589825,MORTIMER,D5,Disliked,MORTIMER,m,m,male-biased
8,67616,activity,L198,649417,MORTIMER'S MOTHER,A1,Fight,MORTIMER,s,f,male-biased
8,67616,activity,L198,649417,MORTIMER'S MOTHER,A2,Walk,MORTIMER,s,f,male-biased
8,67616,activity,L198,649417,MORTIMER'S MOTHER,A3,Talk,MORTIMER,s,f,male-biased
8,67616,activity,L198,649417,MORTIMER'S MOTHER,A4,Shut,MORTIMER,s,f,male-biased
8,67616,activity,L198,649417,MORTIMER'S MOTHER,A5,Throw,MORTIMER,s,f,male-biased
9,67616,description,L198,695799,MORTIMER'S MOTHER,D1,Angry,MORTIMER,s,f,male-biased
9,67616,description,L198,695799,MORTIMER'S MOTHER,D2,Irritated,MORTIMER,s,f,male-biased
9,67616,description,L198,695799,MORTIMER'S MOTHER,D3,Emotional,MORTIMER,s,f,male-biased
9,67616,description,L198,695799,MORTIMER'S MOTHER,D4,Uncontrollable ,MORTIMER,s,f,male-biased
9,67616,description,L198,695799,MORTIMER'S MOTHER,D5,Frustrated ,MORTIMER,s,f,male-biased
10,67616,activity,L198,733698,MORTIMER'S FATHER,A1,Scream,MORTIMER,s,m,male-biased
10,67616,activity,L198,733698,MORTIMER'S FATHER,A2,Walk,MORTIMER,s,m,male-biased
10,67616,activity,L198,733698,MORTIMER'S FATHER,A3,Fight,MORTIMER,s,m,male-biased
10,67616,activity,L198,733698,MORTIMER'S FATHER,A4,Listen,MORTIMER,s,m,male-biased
10,67616,activity,L198,733698,MORTIMER'S FATHER,A5,Open,MORTIMER,s,m,male-biased
11,67616,description,L198,782047,MORTIMER'S FATHER,D1,Angry,MORTIMER,s,m,male-biased
11,67616,description,L198,782047,MORTIMER'S FATHER,D2,Old,MORTIMER,s,m,male-biased
11,67616,description,L198,782047,MORTIMER'S FATHER,D3,Sad,MORTIMER,s,m,male-biased
11,67616,description,L198,782047,MORTIMER'S FATHER,D4,Mad,MORTIMER,s,m,male-biased
11,67616,description,L198,782047,MORTIMER'S FATHER,D5,Frustrated ,MORTIMER,s,m,male-biased
13,67616,activity,M17,953642,MADELINE,A1,Cry,MADELINE,m,f,female-biased
13,67616,activity,M17,953642,MADELINE,A2,Eat,MADELINE,m,f,female-biased
13,67616,activity,M17,953642,MADELINE,A3,Drink,MADELINE,m,f,female-biased
13,67616,activity,M17,953642,MADELINE,A4,Sleep,MADELINE,m,f,female-biased
13,67616,activity,M17,953642,MADELINE,A5,Talk,MADELINE,m,f,female-biased
14,67616,description,M17,981482,MADELINE,D1,Pitiful ,MADELINE,m,f,female-biased
14,67616,description,M17,981482,MADELINE,D2,Weird,MADELINE,m,f,female-biased
14,67616,description,M17,981482,MADELINE,D3,Young,MADELINE,m,f,female-biased
14,67616,description,M17,981482,MADELINE,D4,Scared,MADELINE,m,f,female-biased
14,67616,description,M17,981482,MADELINE,D5,Little,MADELINE,m,f,female-biased
15,67616,familiarity,NA,991535,NA,book_1,not familiar,NA,NA,NA,NA
15,67616,familiarity,NA,991535,NA,book_2,not familiar,NA,NA,NA,NA
15,67616,familiarity,NA,991535,NA,book_3,not familiar,NA,NA,NA,NA
16,67616,participant_gender,NA,995190,NA,gender,Female,NA,NA,NA,NA
3,67617,activity,M67,296586,PINKALICIOUS,A1,put,GOLDILICIOUS,m,f,female-biased
3,67617,activity,M67,296586,PINKALICIOUS,A2,climb,GOLDILICIOUS,m,f,female-biased
3,67617,activity,M67,296586,PINKALICIOUS,A3,run,GOLDILICIOUS,m,f,female-biased
3,67617,activity,M67,296586,PINKALICIOUS,A4,scold,GOLDILICIOUS,m,f,female-biased
3,67617,activity,M67,296586,PINKALICIOUS,A5,rescue,GOLDILICIOUS,m,f,female-biased
4,67617,description,M67,450831,PINKALICIOUS,D1,galloping,GOLDILICIOUS,m,f,female-biased
4,67617,description,M67,450831,PINKALICIOUS,D2,free,GOLDILICIOUS,m,f,female-biased
4,67617,description,M67,450831,PINKALICIOUS,D3,pinkerrifc,GOLDILICIOUS,m,f,female-biased
4,67617,description,M67,450831,PINKALICIOUS,D4,fast,GOLDILICIOUS,m,f,female-biased
4,67617,description,M67,450831,PINKALICIOUS,D5,loudly,GOLDILICIOUS,m,f,female-biased
5,67617,activity,M67,540292,PETER,A1,whine,GOLDILICIOUS,s,m,female-biased
5,67617,activity,M67,540292,PETER,A2,ask,GOLDILICIOUS,s,m,female-biased
5,67617,activity,M67,540292,PETER,A3,yell,GOLDILICIOUS,s,m,female-biased
5,67617,activity,M67,540292,PETER,A4,say,GOLDILICIOUS,s,m,female-biased
5,67617,activity,M67,540292,PETER,A5,ran off,GOLDILICIOUS,s,m,female-biased
6,67617,description,M67,646698,PETER,D1,dress up,GOLDILICIOUS,s,m,female-biased
6,67617,description,M67,646698,PETER,D2,whined,GOLDILICIOUS,s,m,female-biased
8,67617,activity,M13,699565,HAROLD,A1,decide,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
8,67617,activity,M13,699565,HAROLD,A2,made,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
8,67617,activity,M13,699565,HAROLD,A3,left,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
8,67617,activity,M13,699565,HAROLD,A4,back,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
8,67617,activity,M13,699565,HAROLD,A5,see,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
9,67617,description,M13,767545,HAROLD,D1,lost,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
9,67617,description,M13,767545,HAROLD,D2,terribly,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
9,67617,description,M13,767545,HAROLD,D3,purple,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
9,67617,description,M13,767545,HAROLD,D4,straight,HAROLD AND THE PURPLE CRAYON,m,m,male-biased
11,67617,activity,L144,1038162,LORIS,A1,live,SLOW LORIS,m,m,neutral
11,67617,activity,L144,1038162,LORIS,A2,eat,SLOW LORIS,m,m,neutral
11,67617,activity,L144,1038162,LORIS,A3,scratch,SLOW LORIS,m,m,neutral
11,67617,activity,L144,1038162,LORIS,A4,spread,SLOW LORIS,m,m,neutral
11,67617,activity,L144,1038162,LORIS,A5,care,SLOW LORIS,m,m,neutral
12,67617,description,L144,1084240,LORIS,D1,tired,SLOW LORIS,m,m,neutral
12,67617,description,L144,1084240,LORIS,D2,slow,SLOW LORIS,m,m,neutral
12,67617,description,L144,1084240,LORIS,D3,wild,SLOW LORIS,m,m,neutral
12,67617,description,L144,1084240,LORIS,D4,boring,SLOW LORIS,m,m,neutral
13,67617,familiarity,NA,1098935,NA,book_1,not familiar,NA,NA,NA,NA
13,67617,familiarity,NA,1098935,NA,book_2,not familiar,NA,NA,NA,NA
13,67617,familiarity,NA,1098935,NA,book_3,not familiar,NA,NA,NA,NA
14,67617,participant_gender,NA,1103015,NA,gender,female,NA,NA,NA,NA
3,67623,activity,L185,112811,GRANDMA,A1,Held,GRANDMA WISHES,m,f,female-biased
3,67623,activity,L185,112811,GRANDMA,A2,Listened,GRANDMA WISHES,m,f,female-biased
3,67623,activity,L185,112811,GRANDMA,A3,Swelled,GRANDMA WISHES,m,f,female-biased
3,67623,activity,L185,112811,GRANDMA,A4,Wished,GRANDMA WISHES,m,f,female-biased
4,67623,description,L185,154304,GRANDMA,D1,Loving,GRANDMA WISHES,m,f,female-biased
4,67623,description,L185,154304,GRANDMA,D2,Hopeful,GRANDMA WISHES,m,f,female-biased
4,67623,description,L185,154304,GRANDMA,D3,Wishful,GRANDMA WISHES,m,f,female-biased
6,67623,activity,L107,353430,THOMAS,A1,Breaks,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
6,67623,activity,L107,353430,THOMAS,A2,Goes,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
6,67623,activity,L107,353430,THOMAS,A3,Working,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
6,67623,activity,L107,353430,THOMAS,A4,Speaks,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
7,67623,description,L107,381116,THOMAS,D1,Cautious,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
7,67623,description,L107,381116,THOMAS,D2,Blue,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
7,67623,description,L107,381116,THOMAS,D3,Little ,"THOMAS AND FRIENDS: GO, TRAIN, GO!",m,m,male-biased
9,67623,activity,M68,459839,MAISY,A1,Camping,MAISY GOES CAMPING,m,f,neutral
9,67623,activity,M68,459839,MAISY,A2,Pitching,MAISY GOES CAMPING,m,f,neutral
9,67623,activity,M68,459839,MAISY,A3,Falling,MAISY GOES CAMPING,m,f,neutral
9,67623,activity,M68,459839,MAISY,A4,Helping,MAISY GOES CAMPING,m,f,neutral
10,67623,description,M68,496597,MAISY,D1,Helpful,MAISY GOES CAMPING,m,f,neutral
10,67623,description,M68,496597,MAISY,D2,Adventurous ,MAISY GOES CAMPING,m,f,neutral
10,67623,description,M68,496597,MAISY,D3,Female,MAISY GOES CAMPING,m,f,neutral
11,67623,familiarity,NA,506012,NA,book_1,not familiar,NA,NA,NA,NA
11,67623,familiarity,NA,506012,NA,book_2,not familiar,NA,NA,NA,NA
11,67623,familiarity,NA,506012,NA,book_3,not familiar,NA,NA,NA,NA
12,67623,participant_gender,NA,509609,NA,gender,Female,NA,NA,NA,NA
3,67632,activity,M1,72947,GEORGE,A1,bark,"BARK, GEORGE",m,m,male-biased
3,67632,activity,M1,72947,GEORGE,A2,meow,"BARK, GEORGE",m,m,male-biased
3,67632,activity,M1,72947,GEORGE,A3,quack,"BARK, GEORGE",m,m,male-biased
3,67632,activity,M1,72947,GEORGE,A4,moo,"BARK, GEORGE",m,m,male-biased
3,67632,activity,M1,72947,GEORGE,A5,oink,"BARK, GEORGE",m,m,male-biased
4,67632,description,M1,96167,GEORGE,D1,cat,"BARK, GEORGE",m,m,male-biased
4,67632,description,M1,96167,GEORGE,D2,dog,"BARK, GEORGE",m,m,male-biased
4,67632,description,M1,96167,GEORGE,D3,cow,"BARK, GEORGE",m,m,male-biased
4,67632,description,M1,96167,GEORGE,D4,duck,"BARK, GEORGE",m,m,male-biased
4,67632,description,M1,96167,GEORGE,D5,pig,"BARK, GEORGE",m,m,male-biased
5,67632,activity,M1,119735,GEORGE'S MOTHER,A1,talk,"BARK, GEORGE",s,f,male-biased
5,67632,activity,M1,119735,GEORGE'S MOTHER,A2,drive,"BARK, GEORGE",s,f,male-biased
5,67632,activity,M1,119735,GEORGE'S MOTHER,A3,walk,"BARK, GEORGE",s,f,male-biased
5,67632,activity,M1,119735,GEORGE'S MOTHER,A4,kiss,"BARK, GEORGE",s,f,male-biased
5,67632,activity,M1,119735,GEORGE'S MOTHER,A5,feel,"BARK, GEORGE",s,f,male-biased
6,67632,description,M1,151078,GEORGE'S MOTHER,D1,persistent,"BARK, GEORGE",s,f,male-biased
6,67632,description,M1,151078,GEORGE'S MOTHER,D2,happy,"BARK, GEORGE",s,f,male-biased
6,67632,description,M1,151078,GEORGE'S MOTHER,D3,smart,"BARK, GEORGE",s,f,male-biased
6,67632,description,M1,151078,GEORGE'S MOTHER,D4,loving,"BARK, GEORGE",s,f,male-biased
6,67632,description,M1,151078,GEORGE'S MOTHER,D5,caring,"BARK, GEORGE",s,f,male-biased
8,67632,activity,M31,201625,THE BUS DRIVER,A1,walk,DON'T LET THE PIGEON DRIVE THE BUS,m,m,neutral
8,67632,activity,M31,201625,THE BUS DRIVER,A2,talk,DON'T LET THE PIGEON DRIVE THE BUS,m,m,neutral
9,67632,description,M31,214814,THE BUS DRIVER,D1,kind,DON'T LET THE PIGEON DRIVE THE BUS,m,m,neutral
9,67632,description,M31,214814,THE BUS DRIVER,D2,trusting,DON'T LET THE PIGEON DRIVE THE BUS,m,m,neutral
11,67632,activity,L185,268784,GRANDMA,A1,wish,GRANDMA WISHES,m,f,female-biased
11,67632,activity,L185,268784,GRANDMA,A2,look,GRANDMA WISHES,m,f,female-biased
11,67632,activity,L185,268784,GRANDMA,A3,holding,GRANDMA WISHES,m,f,female-biased
12,67632,description,L185,285818,GRANDMA,D1,loving,GRANDMA WISHES,m,f,female-biased
12,67632,description,L185,285818,GRANDMA,D2,sweet,GRANDMA WISHES,m,f,female-biased
12,67632,description,L185,285818,GRANDMA,D3,joyful,GRANDMA WISHES,m,f,female-biased
13,67632,familiarity,NA,293731,NA,book_1,not familiar,NA,NA,NA,NA
13,67632,familiarity,NA,293731,NA,book_2,familiar,NA,NA,NA,NA
13,67632,familiarity,NA,293731,NA,book_3,not familiar,NA,NA,NA,NA
14,67632,participant_gender,NA,296636,NA,gender,female,NA,NA,NA,NA
3,67681,activity,L223,132995,MICKEY,A1,skipped,IN THE NIGHT KITCHEN,m,m,neutral
3,67681,activity,L223,132995,MICKEY,A2,slid,IN THE NIGHT KITCHEN,m,m,neutral
3,67681,activity,L223,132995,MICKEY,A3,sang,IN THE NIGHT KITCHEN,m,m,neutral
4,67681,description,L223,194347,MICKEY,D1,animated,IN THE NIGHT KITCHEN,m,m,neutral
4,67681,description,L223,194347,MICKEY,D2,active,IN THE NIGHT KITCHEN,m,m,neutral
4,67681,description,L223,194347,MICKEY,D3,energetic,IN THE NIGHT KITCHEN,m,m,neutral
6,67681,activity,M23,516144,BOY,A1,climb,THE GIVING TREE,m,m,neutral
6,67681,activity,M23,516144,BOY,A2,sleep,THE GIVING TREE,m,m,neutral
6,67681,activity,M23,516144,BOY,A3,eat,THE GIVING TREE,m,m,neutral
7,67681,description,M23,541099,BOY,D1,loving,THE GIVING TREE,m,m,neutral
7,67681,description,M23,541099,BOY,D2,happy,THE GIVING TREE,m,m,neutral
7,67681,description,M23,541099,BOY,D3,innocent,THE GIVING TREE,m,m,neutral
8,67681,activity,M23,575093,THE TREE,A1,sit,THE GIVING TREE,m,f,neutral
8,67681,activity,M23,575093,THE TREE,A2,rest,THE GIVING TREE,m,f,neutral
9,67681,description,M23,593078,THE TREE,D1,loving,THE GIVING TREE,m,f,neutral
9,67681,description,M23,593078,THE TREE,D2,old,THE GIVING TREE,m,f,neutral
11,67681,activity,M57,672088,MAISY,A1,read,MAISY GOES TO THE LIBRARY,m,f,female-biased
11,67681,activity,M57,672088,MAISY,A2,play,MAISY GOES TO THE LIBRARY,m,f,female-biased
12,67681,description,M57,688135,MAISY,D1,happy,MAISY GOES TO THE LIBRARY,m,f,female-biased
12,67681,description,M57,688135,MAISY,D2,studious,MAISY GOES TO THE LIBRARY,m,f,female-biased
13,67681,familiarity,NA,697942,NA,book_1,not familiar,NA,NA,NA,NA
13,67681,familiarity,NA,697942,NA,book_2,familiar,NA,NA,NA,NA
13,67681,familiarity,NA,697942,NA,book_3,not familiar,NA,NA,NA,NA
14,67681,participant_gender,NA,701718,NA,gender,Male,NA,NA,NA,NA
3,67688,activity,L237,163130,LITTLE OWL,A1,watch,LITTLE OWL'S NIGHT,m,m,neutral
3,67688,activity,L237,163130,LITTLE OWL,A2,visit,LITTLE OWL'S NIGHT,m,m,neutral
3,67688,activity,L237,163130,LITTLE OWL,A3,fly,LITTLE OWL'S NIGHT,m,m,neutral
3,67688,activity,L237,163130,LITTLE OWL,A4,sit,LITTLE OWL'S NIGHT,m,m,neutral
